DataSet Entry ID	Text	Tagger Pid	Date	Defect Severity	Injury Timing	User Expertise	DERIVED-Defect	Comment	Authority?
51242116	I#8217;ve used enough different sanders over the decades but Metabo SXE400 is definitely best small sander in my experience. Proprietary vacuum hose (31 592) and 2 #8221;adaptor (63 0316) took some searching to locate distributor, though pads are found on Amazon. All were worth the trouble and cost. 	muellerp	10-18-2015 17:16:27	No Defect			No	Tough to locate product, and should really look into making easier to find.	false
24937457	Good clear instructions on adjusting sensitivity.Easy to put up, works great has now lasted for 6 months with no problems.other brands I've bought, the sensor goes out. this one is good.low beam just right at nite to see backyard, any motion and it lights right up real bright. 	muellerp	10-18-2015 17:18:16	No Defect			No		false
38897265	Used it right when I got it.  Worked very well so far.  Getting the belt to stay in line takes patience 	muellerp	10-18-2015 17:23:47	Performance Defect			Yes		false
38017409	Works very well.  I am happy with it.  I received the flashlight quickly, took it out of the box, attached it and it has worked as advertised. 	muellerp	10-18-2015 17:27:31	No Defect			No		false
58586055	My son and i have been sharing the predecessor to this 1590 EVSL for about 25 years and we loved it but now that we are living in different parts of the world he needed his own, so finding this was incredible due to the fact that almost no one likes the new replacement model that Bosch has designed. My son tells me that it is even better than our old one, real solid, cuts so clean for all of the perfectionist work that we use it for. Thank you forever. 	muellerp	10-18-2015 17:33:05	No Defect			No		false
29790090	Nice tool too have and get the job done faster so i rate it. 5 star's and tell any handy man too have. 1 in the tool box 	muellerp	10-18-2015 17:38:31	No Defect			No		false
29430670	First things first: If you're a pro, or a serious woodworker looking for a tool to use every day- or even every week- this ain't the one. It doesn't have the muscle to drive 50 screws deep into wood, or to drill steel, or any of a dozen other things you might want a good cordless drill motor for.But that's not what I bought it for. I've got a good Makita 1/2 cordless, and a couple of corded drills for that. This was for my girlfriend, who needs a drill once in a blue moon, and would like an electric screw driver for regular tasks around the house. And for that kind of use, it's very good indeed.So if you're looking for a convenient drill for light duty use, the BD; 9.6v is not a bad choice. One hint: The wall wart charger takes a long time to bring the drill up to full charge, so if you're thinking of regular use, get the fast charger and a second battery. 	muellerp	10-18-2015 18:15:05	Performance Defect			Yes	Poor performance because people trying to do serous wood work it is not going to work.  For everyday house use it may, but even then battery is poor.	false
37336056	This is absolutely necessary to overhaul a Chrysler 8-1/4 or 9-1/4 rear end. You can make one if you have a welder, otherwise you will need this or similar to loosen the differential bearing adjusters inside the housing through the axle tube. Pretty much useless for anything else, but you save yourself a $G-note by doing the work yourself. The only other 'special' tools you absolutely need is a 0-60 inch/lbs dial or beam type torque wrench to check the critical pinion bearing preload, and a dial indicator to check the ring gear backlash. Not any easy job by any stretch... but well within the capability of an experienced home mechanic. Make sure you have a factory manual for procedure. 	muellerp	10-18-2015 18:17:25	No Defect			No		false
46667160	I'm at the tail end of a long remodel project, and only just now picked one of these units up at my local HD after many hundreds of screws driven with various Ryobi and Milwaukee drill/driver tools.I've been doing it wrong!This impact driver is loud but fast, nearly instantly sinking 1-1/4 inch screws with no pop out of the driver bit from the screw head.This 18v Ryobi tool has about the same compact footprint as my M12 Mikwaukee drill/drivers, though not as compact as either brand's close quarter / right angle drills.It's also probably not the best choice for any fasteners requiring finesse or a light touch. This tool is designed to SINK SCREWS.Be warned that if you by the Ryobi combo kit, the P236 (this model) IS NOT the model that you'll get. This one has a 3-LED headlight and I believe either marginally higher RPM or BPM or torque, I don't recall which, but compare the figures on the retail boxes (probably info also available on Ryobi or HD's websites) -- as best I can tell, the P236 is available as tool only.As much as I wish I had started off years ago with something other than the Ryobi 18v brand, I'm pretty much roped in to it with a large collection of their tools, batteries and chargers, and honestly, I've been very pleased with the service life it's all given me. This impact driver seems to be no exception. 	muellerp	10-18-2015 18:20:20	No Defect			No		false
46667160	I'm at the tail end of a long remodel project, and only just now picked one of these units up at my local HD after many hundreds of screws driven with various Ryobi and Milwaukee drill/driver tools.I've been doing it wrong!This impact driver is loud but fast, nearly instantly sinking 1-1/4 inch screws with no pop out of the driver bit from the screw head.This 18v Ryobi tool has about the same compact footprint as my M12 Mikwaukee drill/drivers, though not as compact as either brand's close quarter / right angle drills.It's also probably not the best choice for any fasteners requiring finesse or a light touch. This tool is designed to SINK SCREWS.Be warned that if you by the Ryobi combo kit, the P236 (this model) IS NOT the model that you'll get. This one has a 3-LED headlight and I believe either marginally higher RPM or BPM or torque, I don't recall which, but compare the figures on the retail boxes (probably info also available on Ryobi or HD's websites) -- as best I can tell, the P236 is available as tool only.As much as I wish I had started off years ago with something other than the Ryobi 18v brand, I'm pretty much roped in to it with a large collection of their tools, batteries and chargers, and honestly, I've been very pleased with the service life it's all given me. This impact driver seems to be no exception. 	rgruss	10-18-2015 19:45:17	No Defect		Expert	No		true
38897265	Used it right when I got it.  Worked very well so far.  Getting the belt to stay in line takes patience 	rgruss	10-18-2015 19:45:17	No Defect		Indeterminate	No		true
37826122	I have received this Drill-Driver and while the tool itself is apparently a fine useful thing, there is NO DRILL CHUCK included. This makes it ONLY useful as a DRIVER in the state you get it as purchased. The item that you order, which I ordered, is delivered with NO DRILL usefulness because there is NO DRILL chuck included to allow the possibility of drilling anything. It comes out of the box set up very well for driving Phillips head screws. It has two batteries and a charger, and the battery in the tool when you remove it from the included belt holster is charged. But there is no more. Drive sheetrock screws, case screws, escutcheon screws, any screw that can be driven by a quarter inch hex drive collet. NOTHING ELSE. There are several drill chucks available that will fit into the supplied hexagonal collet that is the only drive option available with this otherwise excellent portable power tool. 	rgruss	10-18-2015 19:45:17	No Defect		Indeterminate	No		true
37336056	This is absolutely necessary to overhaul a Chrysler 8-1/4 or 9-1/4 rear end. You can make one if you have a welder, otherwise you will need this or similar to loosen the differential bearing adjusters inside the housing through the axle tube. Pretty much useless for anything else, but you save yourself a $G-note by doing the work yourself. The only other 'special' tools you absolutely need is a 0-60 inch/lbs dial or beam type torque wrench to check the critical pinion bearing preload, and a dial indicator to check the ring gear backlash. Not any easy job by any stretch... but well within the capability of an experienced home mechanic. Make sure you have a factory manual for procedure. 	rgruss	10-18-2015 19:45:17	No Defect		Expert	No		true
38017409	Works very well.  I am happy with it.  I received the flashlight quickly, took it out of the box, attached it and it has worked as advertised. 	rgruss	10-18-2015 19:45:17	No Defect		Indeterminate	No		true
40019324	I am in the custom home systems integration business.  This saw is one of the best, if not the best tool in my van.  A Sawsall is great for bigger jobs, but for cutting speakers holes or outlet boxes into drywall this is the best.  (A RotoZip makes too much dust and is hard to control.) Drywall dust from cutting ceiling speaker holes eats them up and I have to change the grease 3 or 4 time to extend the life of the saw, but I still buy them.  I used to get them for $75.  Now they are twice that.  It could be because I think they are or will be discontinued soon.  Nothing out there like it.  I hope my order goes through for 1 more. 	rgruss	10-19-2015 17:01:34	No Defect		Expert	No		true
37415458	Couldn't believe the delivery time was like 2 days. This unit was a little more than other units but is really well made. The plastic grills are really heavy duty. Was going to order the Grizzly but after shipping, extra large cost, and believe it or not TAX, it was more than this unit. It is extremely quiet. Have it in my two car garage and can feel the circulation on medium and see the dust traveling towards it. Would definitely buy it again. As others have said all units probably work about the same as they are a box with a fan and filters. The Powermatic looked to have a larger motor, so I went with it. 	rgruss	10-19-2015 17:01:34	No Defect		Indeterminate	No		true
23009778	After reading 2 reviews here and because of the price I purchased this 3 in 1 sander. As stated by another review it came with no paperwork but not to worry, i sent an email to Palmgren and the next day I received a reply with an attachment for the 28 page manual. The difference in price between what competitors sell this for and what it costs here makes it MORE than worth the hastle of emailing Palmgren for the manual. I am happy I bought it here! It is a good quality machine for the money.T. MercerColorado 	rgruss	10-19-2015 17:01:34	No Defect		Indeterminate	No		true
24939925	This is a great tool. It is versatile and easy to use. The battery life is great and I liked the assortment of bits that came with it. 	rgruss	10-19-2015 17:01:34	No Defect		Indeterminate	No		true
56194970	People complainging about battery life didn't read the description. This is perfect for small projects. Works perfectly putting screws into my walls and then some! 	rgruss	10-19-2015 17:01:34	No Defect		Indeterminate	No		true
51963181	I have used this on several house remodels. It has been very reliable and powerful. I use it on occasional basis and have shot about 7000 nails out of it (about 100 a day). I use grip rite nails. Like the full head nails. Sometimes follow up with hammer if pressure too low.(about 95 lbs...)And prefer the 3 1/4 inch.  One helper(novice) loaded nails in wrong and was able to shoot nail out thru the frame.(lower angle). Unjammed the gun and kept going strong. 	rgruss	10-19-2015 17:03:06	No Defect		Indeterminate	No		true
23964581	the plastic height adjustment knob broke within minutes after receiving the router, the base felt of router. now I own two peaces of junk. 10 inch  miter saw... the only thing  hitachi made right 	rgruss	10-19-2015 17:03:06	Performance Defect		Indeterminate	Yes		true
46300247	This unit is precisely what I wanted as I have a small job in my laundry room that will require new drywall.  This refurbished unit will provide the means to attach the drywall, without spending a fortune on a new unit that would simply sit and collect dust after this project is completed.  The drill is perfect for this purpose. 	rgruss	10-19-2015 17:03:06	No Defect		Indeterminate	No		true
24849015	the black and decker 7.2 volt drill isn't the most powerful drill but it is perfect for assembling furniture or for mounting frames and mirrors. A real help around the home. Packs more power than it looks. 	rgruss	10-19-2015 17:03:06	No Defect		Indeterminate	No		true
58024081	I wanted to get one of these for years.  Finally saw them on sale at Amazon and placed order.  How did I ever get along without it?  You don't have to be a handyman to get good use from this handy device.  Plenty of power and battery lasts.  Makes projects so much easier. 	rgruss	10-19-2015 17:03:06	No Defect		Novice	No		true
40393336	Upon reading all the reviews on this both good and bad, it is a mediocre product. I picked mine up from a woodworking store 5 or 6 years ago and had no issues with packaging and assembling per everyone elses problems. My issues were the lever would bind half way down while trying to drill through and once I started drilling it was rather tough going. After many mortises the piece where the lever connected to the motor broke into pieces and it did take quite a while to get a replacement. I do agree that the hp is not quite enough for drilling through hard woods like maple or oak. Many mortises have been made since my purchase but I just deal with with the binding...you get what you pay for I guess. 	rgruss	10-19-2015 17:04:34	Performance Defect		Expert	Yes		true
25078943	If it were not for the problems it has with the variable speed switch this would be a wonderful tool for small jobs.  I was very happy with it for about two years of infrequent use. I didn't use it all that often but when I did it was invaluable.  But then the speed switch stop varying the speed.  It would either be off or at maximum speed.  After doing a little research I found out that this is not an uncommon problem with this model.  If it were not for this I would be giving it 5 stars.  Since most jobs need a slower speed it has become rather useless to me now. 	rgruss	10-19-2015 17:04:34	Performance Defect		Indeterminate	Yes		true
44914255	I had reservations about the light feature until I found out how bright it is and that it stays on for a while. I have even taken to just using it instead of carrying a flashlight too. There is also a glow in the dark ring that helps you find the impact driver in the dark. Sounds a little silly until you find out that the light is attached to something that can drive a 12 lag screw into a glu-lam with ease. It is also small enough to fit in tight quarters and light enough to use all day without causing the tennis elbow I was getting from my 18 volt Porter Cable hammer drill. Just getting the impact driver and charger was worth the cost but the drill is a nice bonus. 	rgruss	10-19-2015 17:04:34	No Defect		Indeterminate	No		true
54196949	Hubby wanted this for in the garage.Very strong pick up.Love that it has a reuseable cloth filter.For me, it was a bit difficult to close the top cause it snaps on so tightly but hubby had no problem with it.All in all, he loves it.....Would absolutely recommend it.....I may have to get me one for the house now! 	rgruss	10-19-2015 17:04:34	No Defect		Indeterminate	No		true
42423089	I was looking for a quiet air compressor to spray with a HPLV gun, this is it. Its perfect fast recovery and plenty of air. It is small and the 6.5 gallon tank is great and easy to move. 	rgruss	10-19-2015 17:04:34	No Defect		Indeterminate	No		true
57756310	Bought this saw online.  Died after 10 minutes of operation.  Engine will not start, won't even kick over with starting fluid.Spark works, cleaned out entire fuel system including carb, put in known good fuel, still won't start.Expensive dud. 	rgruss	10-19-2015 17:06:40	Performance Defect		Indeterminate	Yes		true
48839598	Bought this for my husband and he loves it- says it almost has too much power! He's using it for home rennovations and in his shop repairing equipment. 	rgruss	10-19-2015 17:06:40	No Defect		Indeterminate	No		true
54164517	This item is a very nice unit, was just priced to high, i found it cheaper in the stores.  ordered it and sent it back immedciately.  return and credit worked like a charm... 	rgruss	10-19-2015 17:06:40	No Defect		Indeterminate	No		true
45980894	I recently purchased, a JBM 5, this is a very easy tool to set up and use, and does do accurate and quite reproducible work.  There is one large problem.  There is a mismatch between the chuck and the 1/2 inch chisel bit combo.  Jet disclosed to me, after I could not insert the 1/2 inch bit as far into the chuck as was necessry to work with the chisel, that there is a mismatch between the bits and the chucks, and some machines got the wrong chuck for the bit.  Very unfortunately, they offered me no fix, other than to cut down the drill shank enough that it would fit in the chuck and not stick out of the chisel.  I found this quite suprising. 	rgruss	10-19-2015 17:06:40	Performance Defect		Indeterminate	Yes		true
42214712	Couldn't do without this handy item. It is well made and is great for what I use it for.Daggerrose 	rgruss	10-19-2015 17:06:40	No Defect		Indeterminate	No		true
47112457	Own 2 K750 in warranty repair shop 4 3 weeks can not figure out new top ends , carbs seals . Saws start run will not restart. will never buy again 	trangp	10-19-2015 18:04:22	Performance Defect		Indeterminate	Yes		false
36153823	I own an electrical contracting business that has dozens of cordless drills that are used every day. This drill by far has proven to be the best overall. I also have many  center grip dewalt drills that I would say are so so. The chuck in this model is 2nd to none. If you are a contractor spend the extra money and purchase this model. The only downfall I see is that it doesn't come with lithium batteries which I have changed over several of our service trucks with. 	trangp	10-19-2015 18:04:22	No Defect		Expert	No		false
32533646	For what it counts I am a struggling self taught(with mistakes)garage woodworker who is space and financially challenged.  Overall this is a great little product for casual woodworking.  If you are a full timer using highend wood then you should probably spend some cash for highend machine.  I have used the joiner and planer with good results, now my friends keep showing up wanting me to machine their wood(from a tree).The reviews are correct, the users manual and the hardware you receive does not match...not to worry just look at the picture and hardware and you will figure it out.  Setting the planer out feed table is fun but doable, just leave the three attaching bolts loose before you use the two allen head screws to set the outfeed table a little higher at the outside edge.  The inside edge should be flush where it attaches. I spent more time adjusting everything than I did assembling it.  I did not have a coplanar issue as some have reported.  I did have to learn what coplanar was and no I feel like einstein.My only dislikes are the cheap plastic locks and that the back fence is not adjustable, just use a sacrifical fence so you are not always joining over the same area of the knives.  Hope this helps and enjoy. 	trangp	10-19-2015 18:04:22	No Defect		Indeterminate	No		false
48907096	I got this item on sale and couldn't be more pleased. Have only used it a couple of times, but used it hard! When grinding and cutting steel there was no slowdown or bogging of the grinder. Lots of power for such a small machine. 	trangp	10-19-2015 18:04:22	No Defect		Indeterminate	No		false
42601057	This impact removed lug nuts from a 1979 Chevrolet one ton van. The tires had not been removed for 15 yrs+-.The compressor used was a 15 amp, supposidly five horsepower electric Campbell-Hausfield. I would have to wait for the compressor to build back up to maximum air pressure between lug nuts.Nice gun. 	trangp	10-19-2015 18:04:22	No Defect		Indeterminate	No		false
35332052	I've used this router for a few projects now, it's great. I would recommend this to anyone that is budget minded. 	trangp	10-19-2015 18:09:53	No Defect		Indeterminate	No		false
37365238	I bought this to care for the black nails of our dog.  I can take very small amounts of nail off at a time, and the nails are smoothed as I go.  I started using it on the guinea pig, too, and she likes it much better thatn clippers.  The dremel is pretty quiet and runs for 15-20 minutes on one battery charge.  It performs exactly as I hoped, and I'm very pleased. 	trangp	10-19-2015 18:09:53	No Defect		Indeterminate	No		false
39765989	If you don't have this in your tool bag then your working way to hard.Works great to rout out lock hardware and other jobs arount the house.Hey,it's a Dewalt nothing more to say other than I love this tool! 	trangp	10-19-2015 18:09:53	No Defect		Indeterminate	No		false
61305800	if you are looking for a vac for one or two machines this will do a good job . I have been using it for three weeks,have run 130 bd. feet of oak,maple and walnut hooked to a 12 hammer jointer/planer combo and 10 craftsman cabinet table saw. don't think it could handle any more on the system. if you run one at a time its great! 	trangp	10-19-2015 18:09:53	No Defect		Indeterminate	No		false
44214910	These are excellent self stick sanding disks. Long lasting, easy to peel off paper, and sticks just right so they won't come off, but removes easily. 	trangp	10-19-2015 18:09:53	No Defect		Indeterminate	No		false
34496499	This exceeded my expectations by a longshot!  It has plenty of torque for most projects.  I keep one at work and it gets used as much or more than the one at home.  People are always asking to borrow it.  My wife likes it due to its more manageable size. If speed is not an issue, this will fit almost all of your cordless drill needs. 	trangp	10-19-2015 18:11:40	No Defect		Indeterminate	No		false
59808395	This isn't a tool Im gonna use often! Or so I thought. Bought this to drive axle out of hub splines when I do wheel bearings. That is the way I was shown to do it at the garage I worked at, makes it very easy! Saw this puppy and was like heck why not. Got it, used it, liked it, used it more, liked it more, then found all sorts of things it will do, now I really like it! Gun has held up very well to chipping mortar and driving tapers out while doing front end work. Excellent value!Update!!! Jan 3, 2013She is still going strong! have used it about a dozen times. 	trangp	10-19-2015 18:11:40	No Defect		Expert	No		false
41838829	I bought this for the sole purpose of using it as part of a pyrotechnics performance with a band.  Super lightweight, easy to control, minimal kickback upon starting; it worked beautifully.  I bought a second battery that I kept charging during the performance, That I had to switch out after about 35 minutes of turning it on and off.  I'm glad I had spare wheels from another grinder I had, bc the one that came with it is kind of flimsy and not really up to the job.  All in all, I'm very very happy with it. 	trangp	10-19-2015 18:11:40	No Defect		Indeterminate	No		false
31597704	This is the right switch for replacing your old one. Fit like the original! Good Deal! Make your old compressor run like new again! 	trangp	10-19-2015 18:11:40	No Defect		Indeterminate	No		false
40277268	Accurate, no wobble, and the oscillating sanding drum feature is very handy.  A good price for what you get - lots of power.  However the build quality is not great - some sharp edges to cut yourself on.  The clamps for the table are particularly good at pinching your fingers - I've drawn blood from pinches and bangs using this press twice. 	trangp	10-19-2015 18:11:40	Safety Defect		Indeterminate	Yes		false
57167433	...our dog absolutely hates both the noise and the feeling that this makes against his claws.  He is a lab/border collie mix.  We got this because he always makes such a ruckus at the vet getting his nails clipped.  I was afraid to trim his nails, and thought this would be a good compromise.Since our dog hated this so much we couldn't keep him still, we ordered the bamboo nail clippers instead and he likes those a lot better.If your dog is sensitive to noise, I would avoid this product. 	trangp	10-19-2015 18:17:30	Performance Defect		Indeterminate	Yes		false
31002056	This is the standard drill against which I measure all drills.  This isn't the first I've bought - I buy them as gifts for people.  It works well everytime I use it.  It drills 1#34; holes in pressure treated wood and doesn't get too hot to handle.  Its a reliable workhorse. 	trangp	10-19-2015 18:17:30	No Defect		Indeterminate	No		false
55305676	I have been using this for work, this thing is a seriously hefty wrench that works great, definetly beats that cheap made in china crap. 	trangp	10-19-2015 18:17:30	No Defect		Indeterminate	No		false
61351278	good feel/weight. .pretty decent power for 12v ...lots of interchangeable tools..battery life pretty long...ill only buy milwaukee Thanks for reading 	trangp	10-19-2015 18:17:30	No Defect		Indeterminate	No		false
44551190	Where has this been all my life, this is a great tool to have in your wood shop. 	trangp	10-19-2015 18:17:30	No Defect		Indeterminate	No		false
23114903	I have used my 3 333's for over 8 years. I have never had a major problem with them and have found that they are the most used sanders in my shop.The top palm grip is comfortable, which is important to me as I have smaller sized hands than my fellow woodworkers. The variable speed adjustment knob is located in an out of the way place, ensuring that you don't accidentally increase the speed while working on your project.The hook and loop setup is very nice. I have yet to have any problems with any of the hook and loop sandpaper I have used on the two that I own. None of the paper has ever slid off.I have had a slight problem with one of the dust collectors. On one of my machines, the collector keeps popping off unless it is secured with masking tape. Aside from that, the unit collects and pushes dust away properly. I would still suggest using a mask, however. 	trangp	10-19-2015 18:18:41	No Defect		Expert	No		false
45626107	Cutting moldings, nails, screws, knots, joints, odds and ends and your on the top of the world with the jobs falling by the wayside.  Detail cutting, trimming and finish work is easily tackled when you have the Rotozip.  Makes short work of floor tiles, drywall, thin edging and sub-flooring.  You get a very clean professional edge without a lot of fuss and switching tools to get the job done right.You get all these features in one machine1. Versatile: Make plunge cuts, flush cuts, cut-offs with spiral and wheel cutting capability in tile, wood, metal, plastics, drywall, etc2. Connect System: Expand the function of the RotoSaw with attachments that make virtually any cut in practically any building material3. Compatibility: RotoSaw is compatible with all RotoZip accessories expanding its versatility4. Collet Lock: Is easy to access, allows for quick accessory change5. Variable Speed: Provides more tool controlAs one reviewer wrote, this is truly a hand-sized tool on steroids.  You will need a guide to cut straight in thicker material as you will most certainly need to go around the material instead of right through it.  I do agree that bits and wheels for this unti are not cheap and you will have to pay a good price for add-ons.This will make a great Christmas gift for the handyman or handywoman in your life. 	trangp	10-19-2015 18:18:41	No Defect		Indeterminate	No		false
56247829	This tool has met all of our expectations and is simple to use.  We are doing some DIY projects in our home right now, and the Fein MultiMaster has been used frequently.  Will be getting additional attachments when needed.Thanks...Desert Rat 	trangp	10-19-2015 18:18:41	No Defect		Indeterminate	No		false
36045166	I own many 12v milwaukee tools. I'm sure this will live up to milwaukee's great reputation. The only gripe I have is that the switch to change direction doesn't slide as smoothly as my other tools  I have to give it an extra push to allow the drill to work. 	trangp	10-19-2015 18:18:41	No Defect		Indeterminate	No		false
40772771	Amazing saw. Well worth the money. The locking plastic case it comes with is very sturdy and useful. My favorite feature is the way it starts up slow and then increases to the set speed because it makes it extremely easy to control. 	trangp	10-19-2015 18:18:41	No Defect		Indeterminate	No		false
55125383	I 've been told that I don't have a DESCENT TOOL in my house !!!! Maybe NOW, My male friends, WILL APPRECIATE MY NEW PURCHASE  I already do, Thanks,  Amazon for making my first purchase a true value. Very pleased . Love the fact, that you wanted my review. Will definitely, order again. Very helpful staff 	trangp	10-19-2015 18:20:33	No Defect		Indeterminate	No		false
40767667	As a small fellow, I bought this primarily because it was so light.  It is certainly easier to handle.  However, you do have to hold it strongly with both hands.  It develops so much torque and has so little mass to resist, kickback is definitely more of a problem than with my old Sears Craftsman.  I've experienced it climbing up the workpiece and running backwards across it, particularly with a narrow kerf blade like that intended for plywood.That said, if held securely, it's a very good saw.  The case is roomy and appreciated.  And the handle adjustments are quick and convenient. 	trangp	10-19-2015 18:20:33	No Defect		Indeterminate	No		false
22442201	This saw is a hoss! I have never seen a cordless tool of this type with this much power! Wrapped with plenty of rubber to absorb shock and abuse. 	trangp	10-19-2015 18:20:33	No Defect		Indeterminate	No		false
36218691	This item was discontinued by Sears so I was lucky to find it at any price.  Thanks for offering it for sale. 	trangp	10-19-2015 18:20:33	No Defect		Indeterminate	No		false
