DataSet Entry ID	Text	Tagger Pid	Date	Review Type	Defect Severity	Defect Type	Defect Resolution	Software Defect	Hardware Defect	Comment	Authority?
65248789	This is a great price for an unlocked Android phone.  I use it for traveling overseas, where I purchase a local SIM card on arrival.  Love it. 	l3g4cy	10-19-2015 14:56:07	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65972576	This is a great device.  I was a little hesitant to purchase this phone because of the size, but it really is not too big to fit in a pocket.  The internet browsing is great. My only complaint is when using it as an actual phone it has some problems answering and ending calls. 	l3g4cy	10-19-2015 14:56:07	Complaint	Performance Defect	Software	No Resolution Specified	Operating System	Software	issues with calls	false
64990044	I love my new phone. It is everything I expected and more. It has great built in apps. It is amazing. I'm still getting acquainted with it. I'm enjoying it 	l3g4cy	10-19-2015 14:56:07	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65182483	To start, I am a technology driven person that likes to have the newest and greatest tech when available, and to say that I am disappointed by this phone would be an understatement. To start this phone is RIDDLED with hardware and software problems that some days have me wanting my old iPhone back. But I digress...please read below to better understand this phone before you fall and do what I did...waste over $500 on a phone worth far less.1.) Display and Appearance (8/10)I will admit the display on this phone is amazing and it is a sexy phone. With it's 3.7 screen there is a nice amount of real estate with regards to the images and the phone. But, while it is nice to look at and spectacular for watching HD videos....the screen in the sun is not so nice. While I don't mind some glare or having to look a little harder in sunlight due to the obviousness of having the type of screen it has, it is down right impossible to see out in sunlight and as we approach summer I rarely want to pull my phone out of the pocket to use it. But I'm not going to hold that (too much)against the phone, as it is a nice and strong screen that impresses with its lush colors.Performance (3/10)This is where the phone falls right on its face. Though the android market is starting to grow at an exponential rate it can only help it so much. There are numerous issues that I have with this phone thus I will just list them:1.) Having full bars and being told that a text could not be sent2.) Constant force close by applications...INCLUDING THE ANDROID OPERATING SYSTEM3.) Dropped Calls4.) Not being able to hear people or vice versa unless I take the battery out and then put it back in (with full bars as well).5.) Phone randomly deciding to reboot itself with full battery.The list truly goes on, but these problems make me not want to use the phone some days. The only reason this gets a 3 instead of a 1 is because of the multitasking capabilities, Google navigation, and its ability to sync with Google. The one thing I have a very hard time understanding is that if this phone has a 1.0 GHz Snapdragon processor, why am I looking at a frozen screen for over 5-10 seconds sometimes when I press the home button? Speaking of the buttons. The pressure sensitive buttons are very hit or miss. They sometimes work and sometimes don't, sometimes they will just go off without even touching them, which gets old...quick.Battery (4/10)While I understand that most smart phone will need to be recharged almost every day due to the amount that we use them for (internet, apps, widgets, phone, texting, etc...) I am not surprised that the battery does not last long. What I am surprised about is that I will leave my house at 10 AM to head off to meetings and need to grab my charger at 7 PM because the battery is almost dead. While I understand OMG get an app killer program to get rid of the things in the background! that only works so well. I have one installed and I clear all my apps almost every hour but the battery is still pretty terrible. I wish that the battery in here was worth it, but it is not.Sound Quality: (1/10 or 9/10)This phone is very touchy with regards to the sound quality. As I stated earlier there are numerous times when the other person can not hear me and I can not hear them. While at the same time, the dual mic system works amazingly well such that it allows for people to not hear any of my background noise and just me or not hear me at all and just the muffled background noises. It is very hard to say the sound quality on this because it is so hit or miss. And the sound quality of the speaker and audio; forget about it. It is muffled or very low and not worth it.Overall I give this phone a 5/10 but that is a 50% and makes this phone still a failing phone not worth the price of admission. Once the iPhone 4 launches I will be grabbing that as I can not stand this phone much longer. 	l3g4cy	10-19-2015 14:56:07	Complaint	Performance Defect	Both	Replacement	Operating System	Enclosure		false
65359354	The price was great and LG is a great product.  This phone replaced the same model I had previously which I lost two years ago.  I am happy with the purchase and the price.  ThisLG model, is the older shine  model which I was aware of, it since I had this model a few years ago.I also had the new LG model which replaced this model, and this model is easier to dial manually.I am quite happy with the purchase and the source from which it was bought. 	belijah3	10-19-2015 23:02:35	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64468717	I bought this phone for my 11 year old daughter and it will be a great little phone for her. I was able to connect to my wifi at home and the camera takes decent enough pics for what my daughter will be using it for. All in all I think this is a great value and the prepaid minutes are very reasonable when you buy them in bulk on the tracphone website. 	belijah3	10-19-2015 23:02:35	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66123141	I purchased this phone for both my husband and son. They are pleased with the phones. I'm glad to have purchased it from Amazon because Sprint was charging $250 per phone. 	belijah3	10-19-2015 23:02:35	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64651553	I had to jot a quick review because I read and rely on all the reviews before I buy anything on Amazon. This phone arrived promptly and is unlocked and working great. I am in the Middle east and used a local sim card and voila! No problems thus far. I am still learning the nuts and bolts of the phone but am very pleased with it. The touch screen is a bit tricky to text so I may get a stylus as I have fat fingers but other than that--so far so good and at a good price! 	belijah3	10-19-2015 23:02:35	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64230648	I bought this for my daughter, and she loves it! Email,texting, and music all in one non-iPhone packge. 	belijah3	10-19-2015 23:02:35	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64700018	Overall, this phone is quite responsive and pocketable. The interface reacts quickly despite being a resistive type touch screen. Also is a great video and mp3 player. However, on the software side it falls short. The pc software does not recognize the phone when you try to back it up, and the firmware cannot be updated as well-also, when you watch a video and turn the phone to its side for landscape viewing it is okay, but when turn it to its other landscape side the video is displayed upside down. I found that the browser also has trouble rendering some popular websites correctly. Finally, the phone can only record video and voice using the amr codec which results in very disappointing low quality sound recordings. Worldwide, this phone sells for about 450-500usd as of 7/09. 	belijah3	10-19-2015 23:05:37	Complaint	Performance Defect	Software	Upgrade	Operating System	No Defect		false
65848054	Very poor build quality. Phone fell from sofa to wooden floor less than 30 cm high and screen cracked.I will not recommend this phone to anyone. The warranty does not cover this.I made a mistake by not doing more research about this phone. When I googled about this issue, I saw lot of complaints. 	belijah3	10-19-2015 23:05:37	Complaint	Performance Defect	Hardware	Recall	No Defect	Enclosure		false
66323138	It is really light weight phone. Easy to use. Has basic funtions that make it fun to use. She is loving it 	belijah3	10-19-2015 23:05:37	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66369080	This is hand's down the best smart phone currently released in the US, if you can handle the size. This is definitely a big phone, but for most guys, it still fits as comfortably in your hands and pockets. I say as comfortably because I already detest having the iphone in my pocket, such as when I am siting, even though it is already such a puny phone.The screen is large and full HD carrying all the awesomeness for which Samsung screens are known.I recommend the phone as I have had no regrets buying it at full price 4 months before it was ever released in the US (since all the good phones sans iphone take forever to make it pass US regulations and phone company greed). 	belijah3	10-19-2015 23:05:37	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64845596	Wow!  This is a BEAUTIFUL phone, kicks butt of flip version of Shine from Verizon.  Slider is sweet, phone feels solid.  AND boy DOES it SHINE!!.... in virtually most lighting.  Roll bar select key is a bit tricky at first but soon becomes very natural, AND you look so cool because of it!  Has basic goodies, SIM card very accessible and compatible, battery life better than average.  Standard MP3 player.  Has microSD expansion slot for up to 2GB.  Slight problems with reception outside of major metropolitan areas and some dead spots in small cities due to tri-band but overall pretty good (I use ATT/Cingular).  Tons of cool ringtones and sound effects.  Mirrored effect slightly difficult to read in strong sunlight.  USB connection to desktop worked effortlessly like direct plug flash drive.  Camera quite decent although some delay in trigger.  Has flash but only on/off - no auto.  2 megapixel photos are better than most.  Hottest slider around, no doubt.  I use this as my cool factor phone.  Highly recommend it!  Please check out tri-band reception in your area first to avoid disappointment. 	belijah3	10-19-2015 23:05:37	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64900806	I just love this phone.. nice large screen so I can see it and watch movies etc on it and browse internet excellent.... 	belijah3	10-19-2015 23:10:05	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64267000	This is no iPhone. Not as responsive...touch pad can be contrary and you have to push and push to get it to do what you want.While Tracfone has the cheapest overall operating expense for pay as you go, I was much happier with my $5 LG Tracfone flip #34;Dumb phone#34; on sale at Best Buy.Much easier to operate.  Of course I don't live on my cell phone either. 	belijah3	10-19-2015 23:10:05	Comparison	Performance Defect	Both	Other	Operating System	Internal Hardware	other was put because the fix could come from multiple options or none of the options. I'm not entirely positive	false
66613095	great phone i love it, thanks so much : ) i will buy more mobiles later for my sister an family 	belijah3	10-19-2015 23:10:05	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65300228	Just bought this phone yesterday and it is my first touch screen phone. Till now I've always had clam shell type flip phones but got to the point where I wanted to be able to do some stuff like check email and messenger and google maps etc. I bought this phone on a whim and now see the big geek sites don't exactly give it rave reviews. I guess they're just used to all the bells and whistles you get with the I phone and the top tier phones like Samsung galaxy etc but those cost a bundle and this phone was under $100 and if you want a great starter smart phone that won't break the bank this is it.I've had no problems, can't say it's real intuitive though partly it is but it's just very different from the type menus and things you do on a non smart phone. But it's not been too hard at all and I'm 65 so I guess you can teach an old dog new tricks. I'm not a stranger to technology and get by ok on computers but this is definitely a new experience but I'm loving it. To me the phone is quick and responsive, the graphics are excellent and the 3mp camera does a fine job and there's all kinds of editing software to do different things with your pics once you've taken them.My big concern was being able to type texts on a touch screen as I was used to using predictive text (T-9) on my flip phone. But this phone comes with Swype a software program that lets you just drag your finger from the first letter of a word to the last and it automatically puts  your word in for you and it learns your words too! What could be better?The phone takes an SD memory card up to 32 GB which is awesome and since I was already on T-Mobile I just switched my sim card from my old phone to this one and was ready to go. I like the size of the phone , didn't want one of the bigh giant ones and this 3.5 screen is just fine for me . I've had no problems seeing the details or reading, it's much bigger than any thing I ever had on a flip phone.So while this may not be the phone for you if you're used to a Galaxy 3 or Apple I-phone etc I would definitely recommend it as a first touch screen phone or to anyone who wants all the basic functions of web, text and calling but doesn't have or want to spend a bundle or finance a phone. And the calls are crystal clear and loud by the way. My callers tell me I sound much better than I did on my Sony Ericsson flip phone and I hear them better as well. 	belijah3	10-19-2015 23:10:05	Comparison	No Defect	No Defect	No Defect	No Defect	No Defect		false
66311275	100% recommended, the item is as it appears in the publication. I still have not been able to test the phone, as I have not come to Venezuela. I'll be in Miami until 29 October 	belijah3	10-19-2015 23:10:05	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64772342	I've owned several Iphones, many Androids (including Galaxy Nexus), but this is by far the phone I'm most pleased with. The battery lasts longer than the biggest extended battery I could find in every other phone including a 3,800 mah battery I put in my Galaxy Nexus. I also get 1-2 extra bars of service than my Nexus too. Not one complaint on this phone. 	belijah3	10-19-2015 23:17:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64901992	it's been with me for more than two years now, and it's been the best android phone among my friends.great performance and always up to date os versions. 	belijah3	10-19-2015 23:17:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
46220653	A really nice product. Not too large, phone works like any Samsung Galaxy with internet capability and connectivity. A source of entertainment, research and conveniently provided with a stylus for note making. 	belijah3	10-19-2015 23:17:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64572161	This phone was good for maybe a week, it's completely unreliable, freezes, 'n types 'n clicks on icons completely on it's own.  It doesn't even allow you to type anymore. 	belijah3	10-19-2015 23:17:20	Complaint	Unable to Use	Software	Recall	Operating System	No Defect		false
65305418	This is phone is my desktop my laptop tablet and more all in one, the money I ever spent, I can't go anywhere with out it, I was nervous about spending that kind of money online, but everything work out fine 	belijah3	10-19-2015 23:17:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66720477	My mom love this phone its simple to use and in style. No problems and it stays charge up. Easy to carry 	belijah3	10-19-2015 23:20:17	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66097009	this phone have  fm radiohave everything  I want and morecompact phonevery good soundvery satisfied at this time 	belijah3	10-19-2015 23:20:17	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66873929	Great affordable compact phone. Dual SIM-capable, if needed. After repeated use, I may need to look for another for these reasons:1) Too small. Device is slick so it's a slippery phone. Every time I try to hit the # key the phone flies away from my hands. I suppose there is a thing as too small a phone. Easy to hold if you're talking. Not so easy to hold if you need to use the keypad.2) This phone is useless as a speakerphone in the car while while in motion. Unless you've Bluetooth'd the phone to your car you can't really hear the other party.3) No headphone jack. So if you can't use the speakerphone try the headphone jack. Oh wait, there is none.Thank goodness this isn't my primary phone. 	belijah3	10-19-2015 23:20:17	Complaint	Performance Defect	Hardware	Recall	No Defect	Internal Hardware	could be both if you include the fact that they want a headphone jack.. so you would need to add the software for that. but technically there is no problem with the software the phone has.	false
66040891	I love my phone, only problem is it was listed as black, but I received a white one, everything works perfectly and it came brand new and the price I couldn't pass this phone up. 	belijah3	10-19-2015 23:20:17	Compliment	Other	No Defect	No Defect	No Defect	No Defect	she just received the wrong color phone.	false
66248306	After reading so many reviews both negative and positive I decided to make the move. My local Radio Shack had a limited time promotion on the HTC Evo 3D for Virgin mobile and knowing the problems I was having with my Motorola Triumph I had to make the move. Especially since I would have 30 Days to return it back to the store. Here are the facts:GPS on the evo connects in 10 seconds and that's in my house (I use waze app all the time)Triumph can't connect in my house and usually takes more than 5 minutes to connect.Audio is louder and sounds better on the HTC Evo (especially with poweramp app)Triumph has a problem when you unplug earphones and replug in the sound jumps.HTC Evo has no lag when pressing buttons or appsTriumph has lag and sometime you must press 3 timesCall quality is better on the HTC Evo and testing this in low signal areas I haven't missed any callsTriumph sounds muffledHTC Evo 3d pictures give me a headache, 2d pictures are very nice, I don't see a major difference between either phone.Battery on the HTC Evo beats the  Triumph hands down. And I like the option to add a larger battery if needed. I use 2x battery saver app.Sent a text message in a low signal area and 1 time received a radio interference message, but the text still went through.3G is noticeably faster (I used speedtest.net) with my old Motorola and the HTC next to each other. I'm sure this is because of the dual processor and improved memory in the HTC.4G is insane! 7,485 kbps download.If someone calls you and you can't take the message and they leave you a message on voicemail, you can listen to the message without dialing into voice mail and delete it after listening so no minutes are used, very cool! On the motorola triumph you had to dial into voice mail.BTW, my Motorola triumph was on the $25 dollar plan and my wife was using a Samsung intercept so I gave her my Motorola. If anyone has upgraded from the Samsung intercept to the Motorola triumph. You know its a no brainer and the Motorola wins hands over, but although the upgrade from the Motorola to the HTC Evo is not as drastic, it is an improvement over the quirky things that the Motorola does....UPDTATE1:Have had the phone for 1 month and haven't missed 1 call. There are reviews that say they have had call problems or texting problems. See update #5.UPDATE #2:Factory battery is better than the triumph, but I order the extended Laza Zcell battery and cover for the HTC Evo on Amazon. The reviews are incredible and the battery lasts for more than 2 day on normal use!UPDATE #3 Revised:Received the Laza Zcell battery and cover and it is fantastic. The cover fits perfectly, charged the battery overnight and my 2x battery saver app says I have 114hrs till the battery runs out! Mfg says you will get max battery after 5 charges. The bottom of the back case pops out about 3/16 and the rest of the case stays slim. This actually makes the phone easier to hold and with the new back cover the top power button is easier to operate. Also you will not need a battery saver app with this battery, but if you do it will extend your battery operation even longer! After 5 charges, and the phone being on for 7hours, my 2x battery saver app says I have 191hrs left! This is insane!UPDATE #4The HTC Android version is 4.06. It has some very cool settings that are not on the Motorola. For example. When the phone is ringing you can set it to lower the ring tone automatically when you pick the phone up. You can also increase the ring when it is in a bag or pouch and it will lower when the phone is pulled out of the bag. You can also set your phone to automatically go to speaker phone when you turn it upside down.UPDATE #5I received a text from my brother (I don't really text much at all) when I responded I received the weird code alert and radio freq message, I selected OK on the message and I believe it still went through. My response to my brother didn't require a response but it did remind me of all the people that are complaining about texting on this phone. Here is what I did, go to your phone keypad and type ##25327# then a screen pops up, at the top press the word menu, it will then say reset, press reset, then select yes to resetting and saving personal info....This should fix any texting issues. I did this and have not had any radio interference messages since. Keep in mind this is not the same as going to the PRL update. It is more than that and resets your phone with out loosing your personal data.UPDATE #6Still loving this phone! Did more texting this month with my family with no problems. Everything above still stands. This is without a doubt the best VM phone I have ever had. If you have a 3D tv, you can take 3D videos and set your 3D on your tv to side by side and watch your videos in 3d. Very cool, much better than watching 3D on your phone. Still experimenting. Also one thing I don't like is to answer a call you must move the green icon into a circle. So I installed an app called easy answer. Now when a call comes in I can look at the phone and just hold it to my ear and it will automatically answer. It detects that you have the phone by your ear. How cool is that? Also I installed a 16gb sd card so I could install my favorite movies. I found that the phone is so powerful (dual core CPU) that it will play HD videos that my old Motorola triumph would not play! Love this phone and I'm so surprised that there are so many negative reviews.UPDATE #7Just leased a new vehicle and needed a good HTC 3D Evo smartphone holder. Found the iOttie one touch smartphone holder. It is easily the best vehicle holder I have ever found. Amazon sells it, check it out, you won't be disappointed it attached to my dashboard that like many has a non smooth vinyl and fastened beautifully. Its 12 degrees in NJ today and its working without a problem. It will also attach to your windshield. Just sharing with all the HTC 3D evo fans. One negative is it will not work with the extended battery. So I'm back on the original factory batteryWill update as I use it more.... Very happy with this HTC Evo 3g V. 	belijah3	10-19-2015 23:20:17	Comparison	Performance Defect	Both	Upgrade	Operating System	Internal Hardware		false
64314914	I am really dissapointed with this phone. I was advertised as new, but was refurbished. I can hardly hear the person talking. After receiving the phone i had to pay a specialty store 25.00 to enable the phone to send and receive pics. 	belijah3	10-19-2015 23:32:44	Complaint	Performance Defect	Both	Replacement	Operating System	Internal Hardware		false
65617995	This is an alright phone for not being a smart phone, but it is really hard to use unless you have a stylus. 	belijah3	10-19-2015 23:32:44	Neutral	Performance Defect	Hardware	No Resolution Specified	No Defect	Display	Doesnt give great desciption of problem but i assume they want a bigger display	false
67015253	The Samsung T301G is the one slider phone offered by Tracfone as I write this review. I bought it to replace Mrs. Spudman's T Mobile pay as you go phone. We have no problem with T Mobile, just that particular phone.The Samsung is a small, light, many featured phone for someone who doesn't need all the bells and whistles of the more expensive fancy phones. Mostly we just want to make and receive phone calls on the go without being burdened by a service contract with a monthly bill.Though she's a technophobe, Mrs. Spudman had little trouble setting up the phone and her voicemail account using the included instructions.  My own phone is an LG Tracfone model; I have been very happy with Tracfone and find it easy to add minutes and check my account either on the phone or on the Tracfone site.Likes:Easy set upThe display - clear, bright and easy to read. When placing or receiving a call, phone numbers appear on the screen in large digits. Love it!The ringer is loud and very audible. Choices of ring tones are limited and don't match those of the fancy phones, but they are more than adequate for our tastes. Additional ring tone choices are available on the Tracfone site for a fee. They're really nothing special though.Voice quality on this phone is excellent at both ends of the phone call. It's as good as our land line's and better than that of my LG phone.The external Caller ID. When your phone rings, the caller's number is displayed on the screen. The user can then choose to accept or not accept the call.Battery life has been more than acceptable for us. Mrs. Spudman turns off the phone's power overnight to make the charge last even longer. Charging is conveniently simple and doesn't take that long. You can charge the phone in your car or at home.I bought the phone's optional accessory package which includes a case, earphones, and two chargers and adapters. A great deal. The phone also came with some starter minutes and double minutes for life, a great, great feature.  At the time I ordered, I even got a ten dollar restaurant gift certificate.The phone was easy to hook up to our hands free Bluetooth  in our 2011Legacy.Dislikes -  NONE so far.Some of the features:Text messaging, voice mail, free caller ID, free call waitingBluetoothSlider designVGA camera with decent picturesColor screen displayMMS picture messaging - My wife and daughter exchange photos regularlyHandsfree speakerHearing Aid CompatibleDouble minutes for life - This is a deal maker.For the low price, features, and lack of any long term commitment, I don't think you can go wrong with this phone. If you want cutting edge technology, look elsewhere and be prepared to empty your wallet. 	belijah3	10-19-2015 23:32:44	Neutral	No Defect	No Defect	No Defect	No Defect	No Defect		false
65168281	The phone has no service at my home.  It has service in most cities but that doesn't help me.  The also needs charging almost daily. I have already replaced it with a better phone that has service almost everywhere and I only charge it weekly. 	belijah3	10-19-2015 23:32:44	Complaint	Other	Both	Upgrade	Operating System	Internal Hardware	its lack in performance made it difficult to use if at all. so it was two defect types	false
62179644	Very good hardware. Software and operating system leave much to be desired (lack of apps, very low update rate of the apps that do exist) overall the phone is recommended but gives the impression of an unpolished product 	belijah3	10-19-2015 23:32:44	Neutral	Performance Defect	Software	Upgrade	Applications	Software		false
66091700	This is the second Tracfone I've purchased for my mother, who incidentally is 82 years young. The Motorola I bought her in 2006 finally just played out. After shopping around, the LG 235C seemed to be the best choice for her. It's a very friendly phone for seniors who want an inexpensive and simple to use non-smartphone. It's easy to navigate the menus; the buttons are relatively large, and it's a lot less expensive than a Samsung Jitterbug. (GreatCall plans are more expensive, too; almost twice the basic annual cost and 25% fewer minutes.) For pay-as-you-go service, with double minutes for life, a hardware cost of $19.99, and better than average area coverage, you just can't do much better than Tracfone.One or two people wrote that Tracfone's customer service was bad. I used them a few years ago, and I don't remember it being any more difficult than Bank of America or ATT;'s customer service. All of them can be frustrating at times. However, when I activated this phone, it was a simple matter of going to Tracfone's website and following the prompts.One other thing, after you have Activated the phone, set it aside for an hour or so. It takes Tracfone's system about that long to complete the activation process. 	belijah3	10-19-2015 23:41:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66286620	The port is not allowing the phone to charge sometimes...I have to play with the cord to force it to charge. Also, the screen has spots, blocking some of the view. I am.not happy at all! I wasted my money!! 	belijah3	10-19-2015 23:41:20	Complaint	Performance Defect	Hardware	Replacement	No Defect	Ports		false
66467707	I got this phone a year back at 320 with some discount coupons and other still going at same priceGood cameraGood GPS2 S/W upgrades Anna and BelleGood GPSGood videoWho needs Apps its for Phones which dont have functionalityUploaded a video i took a year back in NY, Hope the Company can market it better this was undermarketed great product.[...]RegardsK.R 	belijah3	10-19-2015 23:41:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
